T,AP,RH,V,EP
20.37,1016.77,66.22,44.58,463.2
23.19,1013.18,73.46,45.61,454.62
20.88,1010.91,84.28,56.85,440.08
12.59,1018.76,85.4,40.03,471.63
23.24,1010.1,79.16,63.76,441.35
9.42,1029.99,88.41,41.4,477.01
9.87,1017.17,84.25,40.81,473.2
11.22,1023.13,69.35,41.93,480.71
7.79,1023.17,97.11,41.16,471.82
13.9,1016.84,72.9,41.17,468.96
30.69,1012.71,60.89,74.16,435.17
27.16,1011.78,58.84,59.87,446.38
26.58,1006.36,68.98,62.39,438.66
23.99,1007.63,52.62,45.87,443.66
10.68,1009.59,65.05,37.92,474.03
16.16,1013.19,75.37,52.05,463.09
22.69,1017.74,75.21,58.46,443.47
10.6,1018.38,87.92,41.17,478.47
27.14,1007.08,73.08,70.32,427.21
23.22,1014.58,75.18,59.15,443.7
26.27,1012.23,58.77,59.44,443.67
14.73,1017.01,74.21,39.52,470.45
33.08,1009.03,43.69,69.75,434.98
32.31,1009.6,63.92,66.44,428.44
25.14,1012.58,70.27,63.47,443.93
10.42,1014.18,88.36,44.85,479.03
21.97,1010.93,86.7,58.79,448.8
29.86,1017.37,44.8,64.79,439.89
20.35,1012.6,72.43,50.9,453.5
7.91,1020.59,61,37.8,483.49
27.54,1018.26,57.89,75.6,440.87
27.07,1017.32,55.38,66.93,446.48
23.32,1003.92,72.25,66.48,436.26
27.16,1011.2,73.37,66.44,431.85
29.72,1010.72,53.46,68.08,430.36
8.33,1020.24,82.84,39.72,479.12
25.56,1016.62,76.1,74.67,435.81
28.93,1009.48,56.4,74.78,437.34
10.08,1022.7,67.3,40.72,480.8
13.7,1030.68,79.77,42.86,470.28
9.43,1028.42,84.92,41.4,479.28
24.3,1007.02,62.14,69.94,438.92
8.27,1016.47,66.6,38.56,485.31
27.24,1009.61,51.89,44.89,442.84
9,1024.38,84.91,39.18,483.26
25.99,1016.59,83.39,74.67,434.7
30.45,1011.35,63.59,43.21,438.68
21.04,1011.07,89.92,69.48,439.53
7.19,1019.67,70.77,39.37,480.4
14.42,1016.1,93.89,44.66,461.34
21.47,1018.06,85.73,60.77,444.02
28.68,1004.72,87.01,73.77,431.66
26.71,1014.24,66.45,59.39,439.33
25.65,1010.83,86.56,78.92,434.78
17.33,1007.97,50.33,42.28,462.26
13.64,1019.85,56.86,44.88,466.66
15.79,1015.85,91.91,58.86,455.15
25.38,1009.97,72.6,71.73,434.44
13.01,1017.26,76.2,41.17,469.48
8.88,1019.05,80.77,41.54,484.99
22.67,1016.47,65.63,62.52,449.34
15.25,1019.69,95.83,46.36,461.68
17.9,1014.17,80.4,48.98,453.02
33.75,1002.54,39.28,64.96,432.62
27.59,1013.1,51.61,54.2,439.31
31.88,1006.2,57.51,70.36,438.42
24.82,1006.4,70.21,66.48,433.62
22.38,1003.56,83.83,49.3,441
32.91,1014.49,50.62,73.68,426.28
9.97,1013.99,96.02,41.62,464.86
22.78,1012.84,65.55,58.59,445.45
8.81,1023.06,93.93,44.68,479.24
28.85,1009.09,76.9,71.32,435.13
15.21,1016.31,58.26,35.4,468.18
14.22,1014.17,70.14,45.01,464.06
25.6,1006.16,69.34,66.48,435.12
17.09,1009.03,72.01,42.42,464.11
10.2,1016.15,73.2,40.67,482.26
7.4,1024.44,90.9,41.04,477.69
13.64,1018.32,62.2,34.03,469.61
15.84,1009.69,62.81,41.66,465.5
22.95,1005.36,93.76,70.98,438.83
23.07,1013.24,58.38,65.27,443.42
25.52,1017.81,41.54,63.94,440.32
23.24,1009.71,80.8,68.31,440.78
32.46,1012.61,37.07,74.33,427.87
8.94,1021.5,79.45,41.38,479.95
17.67,1014.26,51.92,45.09,457.67
23.82,1009.39,74.69,44.89,445.45
19.67,1017.33,88.13,60.77,444.87
26.23,1008.2,78.93,59.07,440.18
10.03,1014.85,70.09,43.13,482.16
7.65,1024.31,97.17,41.01,475.89
27.98,1007.32,75.29,67.17,440.68
13.74,1025.45,86.62,43.71,465.24
17.79,1020.65,68.29,43.52,458.57
7.55,1011.21,93.25,42.85,484.93
19.77,1011.73,89.26,54.42,458.21
24.89,1010.15,65.65,66.49,436.39
4.97,1018.99,89.86,38.91,489.96
14.64,1008.84,79.3,39.31,462.72
28.71,1005.21,71.11,71.64,432.05
25.15,1011.03,53.59,68.61,447.91
24.28,1006.34,90.45,71.98,432.47
30.28,1016.45,55.76,74.67,428.27
13.7,1012.01,71.57,43.22,463.99
28.19,1017.34,46.95,62.6,449.61
24.73,1009.07,68.87,71.14,437.55
30.44,1010.97,55.34,68.84,438.31
7.54,1016.49,69.1,38.56,486.76
24.39,1009.78,82.25,70.72,442.04
14.68,1018.5,83.3,58.2,458.51
10.14,1003.19,96.51,42.02,472.17
7.9,1018.74,79.55,40,474.5
6.76,1013.91,77,39.22,487.08
23.57,1018.06,80.19,66.75,439.71
27.37,1006.03,67.07,76.2,435.64
18.97,1016.01,74.9,50.59,459.68
13.01,1019.82,92.86,41.49,466.5
6.9,1016.74,88.24,39.81,481.88
27.89,1012.78,48.72,68.12,435.69
21.1,1011.19,83.49,62.66,448.8
23.19,1014.59,70.52,49.82,451.08
29.58,1008.37,60.73,76.2,433.91
27.51,1005.71,76.75,73.67,431.97
28.51,1009.84,59.06,74.78,434.43
24.77,1010.66,73,57.17,441.12
27.25,1006.53,60.64,50.05,439.63
17.4,1018.51,75.31,43.14,457.59
25.77,1012.76,65.98,63.31,439.98
26.13,999.8,88.47,71.25,430.6
30.05,1014.95,70.6,73.68,434.92
34.18,1010.71,66.77,78.05,432.1
15.11,1012.06,91.75,43.67,467.82
12.11,1019.46,62.59,41.17,475.53
22.21,1009.69,96.85,69.71,440.14
25.37,1017.27,78.07,59.14,437.19
16.62,1011.96,67.81,52.05,457.89
6.03,1019.81,84.2,41.17,488.57
29.82,1010.09,65.02,69.75,442.6
31.3,1004.3,54.37,70.79,428.75
24.74,1012.18,74.2,59.21,440.36
18.4,1011.51,98.07,50.16,453.78
8.23,1011.92,90.59,40.77,479.24
24.71,1016.67,69.7,60.77,443.52
30.07,1010.84,55.74,70.04,426.35
7.45,1017.88,79.73,39.61,478.89
14.07,1024.67,72.66,40.78,456.71
8.69,1026.87,80.28,41.04,477.2
23.94,1008.61,73.42,51.95,448.67
13.15,1014.51,99.53,42.44,469.34
22.44,1012.02,91.08,63.47,444.65
24.67,1010.71,57.47,68.61,450.64
7.07,1010.35,87.19,37.49,481.58
14.8,1021.59,89.24,44.21,466.21
22.83,1002,38.62,41.1,449.99
10.29,1021.46,90.6,40,479.58
22.42,1007.12,90.56,59.43,440.99
21.85,1020.16,68.84,63.86,445.62
10.64,1018.33,66.81,39.61,471.48
8.99,1021.99,75.98,39.04,483.35
32.27,1008.06,59.28,71.85,429.72
27.27,1006.36,62.12,67.9,436.64
15.69,1014.06,61.51,44.6,462.07
27.47,1008.53,58.72,69.98,431.11
6.69,1013.35,91.09,36.24,483.82
11.7,1016.08,62.27,43.41,467.51
25.06,1014.37,38.82,65.46,443.03
25.61,1015.77,56.48,60.32,443.96
21.17,1016.06,77.73,59.8,455.66
22.35,1016.27,73.93,65.61,448.41
17,1013.52,88.32,45.09,458.94
27.51,1009.97,66.14,63.73,440.81
21.39,1019.49,72.24,62.96,452.68
26.86,1009.22,88.39,72.58,428.69
22.69,1012.97,83.47,59.44,446.43
25.82,1012.69,89.94,69.68,439.58
26.36,1015.35,66.87,54.5,451.81
9.14,1014.48,92.03,42.44,481.46
26.65,1012.27,83.12,73.18,437.7
29.8,1006.6,54.43,64.69,437.85
23.48,1015.82,60.83,65.12,445.66
21.81,1014.6,66.41,65.06,447.13
15.94,1023.32,67.17,41.76,462.44
9.99,1033.14,68.36,41.82,475.75
15.34,1007.87,94.59,36.99,464.58
26.45,1017.42,74.5,75.6,436.89
16.46,1020.02,74.54,61.27,456.64
7.93,1008.43,85.57,42.28,484.75
7.94,1018.75,59.45,43.65,479.8
21.19,1013.43,80.52,42.48,469.76
20.84,1016.88,71.93,65.06,445.74
17.25,1018.34,76.17,43.14,462.8
14.48,1009.42,81.74,40.83,469.64
26.96,1013.81,84.77,73.68,429.48
6.85,1011.01,84.53,37.49,483.12
12.64,1016.38,92.65,41.79,461.46
17.3,1015.52,87.17,58.59,454.88
26.16,1013.24,71.92,59.87,446.73
25.04,1006.56,75.91,70.36,436.47
27.92,1005.47,75.13,74.99,431.76
26.67,1012.01,58.83,59.44,441.29
24.81,1018.56,61.18,59.87,444.89
16.71,1007.72,75.35,42.99,465.09
23.07,1014.07,46.77,65.46,446.19
18.04,1017.96,66.3,44.88,461.13
17.07,1005.88,83.43,41.35,464.6
25.42,1017.92,68.61,67.25,439.43
9.48,1023.82,78.98,40.8,485.36
11.9,1016.53,84.59,39.16,477.75
9.96,1002.59,65.86,41.55,475.91
27.06,1008.72,54.21,64.45,443.1
10.26,1010.94,87.78,39.13,474.16
31.46,1010.75,54.88,71.8,434.96
28.07,1010.58,64.11,66.17,443.77
22.12,1018.01,83.87,60.77,443.97
14.7,1025.78,50.96,40.8,472.85
26.66,1010.88,58.37,70.02,439.99
11.48,1014.38,69.75,37.5,472.9
23.84,1013.1,44.72,49.21,445.44
21.08,1012.28,45.25,52.05,453.4
25.41,1014.06,51.09,66.49,449.2
28.04,1011.28,78.16,70.32,435.42
21.03,1015.86,76.63,59.8,453.86
24.88,1014.45,68.39,52.36,452.31
26.92,1006.66,76.14,64.69,437.62
23.07,1009.84,76.8,57.17,444.08
18.09,1008.64,74.15,43.72,453.02
21.1,1006.76,86.08,49.16,442.78
9.1,1025.28,68.78,39.42,471.85
22.1,1013.71,69.09,58.33,441.31
21.6,1010.28,61.87,43.43,446.4
21.11,1004.37,84.26,69.94,439.91
29.45,1011.64,59.7,68.84,438.41
24.69,1010.12,80.58,59.92,436.33
21.3,1013.04,55.43,66.86,450.56
18.99,1018.29,54.71,44.58,468.35
4.7,1007.45,91.02,39.9,487.78
7.41,1026.15,88.96,40.81,488.48
10.04,1015.84,82.31,39.66,480.63
13.09,1011.82,83.14,41.62,457.29
5.75,1004.24,78.23,42.07,485.23
20.65,1008.38,91.02,48.41,447.35
8.84,1010.28,89.09,42.49,481.58
18.18,1004.5,87.26,67.71,449.24
13.71,1023.35,82.93,45.08,468.43
24.47,1012.43,75.25,75.23,441.07
24.34,1006.82,85.66,70.79,433.83
27.98,1006.3,73.53,67.9,436.08
15.27,1009,84.12,41.16,467.01
30.26,1008.44,62.1,76.2,435.04
15.84,1026.45,62.57,52.72,464.93
26.07,1013.32,54.03,69.23,436.94
19.43,1017.16,67.41,52.9,458.46
27.1,1002.97,89.68,73.21,430.87
13.87,1022.61,84.22,38.01,473.39
26.96,1009.23,89.62,72.58,429.03
30.12,1012.89,60.64,69.68,436.34
15.73,1002.48,76.91,38.73,466.63
7.95,1008.48,97.92,41.26,480.6
3.85,1016.78,85.31,35.47,489.78
21.98,1009.12,89.51,55.97,442.65
13.04,1015.96,82.37,40.69,473.49
10.61,1021.08,93.06,41.58,465.15
25.3,1003.67,69.08,49.3,436.62
22.54,1012.15,84.91,63.91,446.64
16.71,1019.48,49.88,40.56,467.46
3.63,1016.16,87.38,38.44,487.87
12.19,1015.13,88.98,40.75,475.36
13.84,1015.74,79.76,42.18,468.66
12.62,1010.06,81.52,40.83,470.94
13.94,1021.67,74.4,41.26,467.9
29.46,1006.96,62.26,71.94,428.54
14.01,1023.28,82.49,45.08,464.79
11.83,1019.37,85.31,44.21,463.62
14.41,1016.32,59.55,43.13,467.46
17.5,1012.55,76.85,42.44,466.78
10.72,1015.35,86.43,39.35,480.18
17.04,1011.81,83.14,40.12,458.1
26.66,1006.9,99.27,73.56,433.62
5.24,1018.03,78.65,38.68,486.67
8.53,1031.27,85.57,40.02,476.73
31.44,1014.04,49.15,64.44,437.6
10.34,1017.75,89.73,41.46,478.03
26.38,1009.99,71.91,59.92,444.85
24.96,1008.25,80.6,77.54,433.4
24.78,1016.82,67.5,58.46,442.42
20.27,1020.75,67.12,56.65,454.29
22.35,1013.99,79.78,58.59,444.04
26.84,1007.41,71.47,70.36,442.17
12.11,1019.46,62.59,41.17,475.53
24.96,1018.13,59.51,60.84,442.36
8.75,1015.61,57.53,36.3,480.4
11.77,1017.63,79.35,42.03,472.22
28.8,1010.76,49.61,70.02,435.45
8.73,1025.63,69.87,39.42,474.44
23.76,1011.75,77.34,58.82,444.57
13.8,1019.43,66.74,44.34,468.8
7.71,1021.93,87.04,40.77,482.19
15.36,1007.59,86.08,40.89,464.12
27.81,1006.59,71.75,64.69,437.02
24.02,1008.33,83.92,77.54,438.52
30.09,1006.64,61.02,76.2,434.68
20.76,1009,87.23,51.19,445
30.1,1002.64,42.06,47.93,435.27
25.73,1010.15,54.66,62.66,444.85
25.21,1020.56,51.31,64.63,448.66
18.93,1005.72,84.92,48.6,449.74
28.84,1018.41,53.96,75.6,442.69
32.43,1010.09,42.22,68.31,439.75
25.77,1012.51,55.84,58.59,449.65
18.62,1017.76,64.59,44.06,452.82
6.44,1011.8,93.5,39.33,490.57
5.71,1012.04,93.42,45.87,482.49
28.88,1007.16,46.6,54.89,440.99
8.57,1020.18,72.47,41.17,484.2
7.87,1020.33,77.77,41.17,486.2
19.36,1010.85,94.87,68.61,454.5
10.9,1016.66,65.09,40.67,482.4
21.34,1014.49,63.23,48.06,458.13
16.69,1015.39,63.62,53.82,458.96
25.3,1007.86,62.98,71.29,437.17
27.14,1013.38,75.68,63.13,438.82
15.27,1013.28,86.92,56.89,456.72
14.62,1015.56,84.5,42.86,470.79
26.65,1013.53,65.83,58.41,442.66
28.84,1018.41,53.96,75.6,442.69
12.88,1023.19,59.18,43.8,468.19
5.82,1024.82,96.01,40.78,470.02
13.74,1023.26,84.2,44.21,466.67
8.05,1018.16,73.67,40.62,477.2
15.91,1010.93,62.81,44.99,459.73
12.25,1021.81,59,41.38,474.77
20.4,1011.14,92.47,57.85,450.07
27.39,1017.16,53.75,66.93,441.04
27.76,1010.8,67.29,65.59,439.03
24.44,1003.13,67.04,47.93,440.53
9.51,1016.02,79.81,43.79,481.12
22.02,1014.32,55.92,46.93,451.92
12.67,1016.92,92.8,41.16,462.35
27.24,1017.78,69.6,66.75,433.65
28.33,1008.09,50.37,68.27,432.66
9.15,1032.88,75.11,41.82,477.78
15.25,1012.1,73.05,39.58,466.21
6.71,1020.28,71.15,39.37,487.05
16.38,1010.08,88.86,47.45,450.69
32,1008.44,53.59,71.85,427.95
22.86,1010.59,78.24,62.4,445.66
7.39,1019.45,85.02,39.81,482.99
11.54,1022.13,83.5,40.77,465.61
9.73,1011.48,87.88,40.22,481.42
12.54,1010.86,83.42,41.62,461.08
12.34,1016.28,53.6,40.62,466.47
29.05,1008.6,78.69,71.85,428.39
31.23,1006.61,60.8,72.58,427.58
22.68,1010.86,82.8,70.47,441.47
9.93,1018.08,69.74,40.67,485.23
22,1004.55,95.25,59.54,439.37
18.8,1009.65,46,44.78,462.79
29.67,1005.16,67.75,71.98,425.14
30.93,1010.61,46.13,70.83,440.59
25.67,1017.16,74.19,68.3,435.89
13.64,1024.41,84.46,43.71,468.85
25.8,1009.3,52.28,65.38,450.5
14.65,1014.04,77.98,39.28,470.41
34.18,1005.87,30.34,67.9,425.5
17.8,1011.81,89.81,62.26,451.62
19.14,1020.84,82.97,56.65,458.06
26.11,1009.8,65.18,73.17,434.94
14.74,1023.13,86.31,43.99,461.82
5.5,1021.46,78.91,39.04,478.65
25.96,1010.86,67.07,68.08,435.84
27.28,1003.46,59.22,47.93,438
9.65,1021.09,64.97,41.03,481.68
29.05,1013.29,60.02,65.74,440.74
23.66,1012.9,52.59,69.51,435.39
27.2,1005.33,46.73,49.16,440.57
30,1009.4,48.63,61.5,435.6
6.63,1020.33,76.18,39.37,489.16
24.17,1012.66,78.53,59.44,447.13
8.35,1010.46,90.13,42.85,483.63
11.68,1022.21,85.76,40.55,475.13
9.48,1019.12,66.43,44.71,478.42
10.74,1015.45,87.33,40.05,477.93
8.62,1015.18,89.59,39.66,482.99
24.41,1006.28,70.33,52.3,442.62
14.55,1018.36,89.12,40.73,458.82
31.15,1007.82,64.96,69.59,431.37
16.28,1007.5,77.27,42.99,464.13
25.17,1017.87,63.26,64.79,442.15
25.59,1013.19,77.28,61.08,443.91
5.34,1012.73,81.42,39.22,472.66
12.53,1017.57,81.57,42.03,469.18
10.98,1011.12,97.51,37.5,472.34
23.23,1008.12,76.6,64.69,444.01
28.5,1011.47,54.41,64.84,441.74
4.83,1015.35,72.94,38.44,485.32
8.01,1015.62,86.43,40.62,476.22
27.56,1010.8,59.18,68.08,433.95
25.68,1001.38,85.89,70.17,433.92
9.56,1021.13,64.6,44.71,487.92
24.04,1007.6,76.98,59.43,437.51
15.62,1007.01,79.21,40.89,466.15
26.24,1014.9,55.58,49.82,452.41
7.04,1021.91,88.55,41.74,488.99
18.44,1001.14,66.83,39.72,460.44
24.21,1007.02,95.57,70.98,441.78
5.62,1017.9,77.43,43.65,481.69
10.6,1011.37,85.81,40.22,477.62
20.88,1012.39,85.47,57.85,450.87
29.35,1010.46,46.2,68.31,445.86
8.75,1021.99,86.46,40.77,478.85
9.14,1015.34,88.91,40.6,483.57
15.29,1000.9,81.17,38.73,468.62
14.03,1020.5,83.65,49.15,467.16
28.33,999.71,69.66,64.96,427.42
8.3,1020.63,80.42,36.08,481.6
11.17,1018.2,79.6,44.77,470.85
16.62,1017.99,63.76,54.3,459.59
20.85,1007.11,87.2,48.7,449.57
14.35,1016.63,87.76,46.18,461.74
10.32,1008.82,75.66,42.28,481.09
21.55,1005.69,84.05,44.05,443.48
13.17,1018.5,83.77,38.52,468.82
23.21,1010.97,74.34,58.49,448.09
12.15,1019.56,86.06,71.14,462.51
15.9,1006.28,78.2,41.35,464.03
7.79,1017.74,91.48,42.03,477.26
30.51,1009.86,51,60.75,435.57
15.52,1006.86,89.7,36.99,467.9
16.88,1014.01,82.1,56.89,457
11.88,1016.56,90.18,41.58,465.47
16.98,1015.07,53.51,43.7,464.01
14.84,1016.31,68.67,43.69,472.07
25.76,1017.82,54.77,65.48,441.14
27.02,1012.38,70.28,61.86,442.67
22.08,1014.21,73.73,41.54,458.74
19.69,1020.86,70.02,56.65,454.87
25.69,1004.05,81.69,59.54,439.06
4.78,1013.07,94.72,42.85,479.09
28.32,1003.26,54.5,47.93,439.5
14.69,1015.78,57.34,35.71,467.39
9.84,1026.7,70.02,36.66,477.62
14.57,1023.46,87.2,44.84,464.58
28.31,1009.75,72.66,66.17,444.51
29.09,1007.86,80.35,70.98,439.34
28.55,1015.46,34.04,66.51,432.59
28.24,1013.43,48.74,65.27,439.36
14.86,1016.19,67.43,44.85,468.87
26.3,1009.45,78.72,77.95,437.95
13.83,1030.77,75.09,42.86,470.21
8.47,1021.72,70.16,41.03,485.1
26.94,1011.66,58.34,59.87,448.6
28.11,1007.76,85.6,70.98,431.83
13.23,1026.4,75.78,52.72,465.26
16.36,1015.05,71.95,53.82,461.62
13.85,1019.11,76.79,44.9,467.2
21.38,1017.94,82.83,60.84,445.8
28.55,1013.34,48.95,65.27,437.62
8.51,1015.08,84.89,42.32,476.6
22.28,1009.36,95.38,59.92,437.85
18.83,1005.58,77.07,47.83,454.23
24.54,1017.42,58.94,60.29,447.67
9.73,1021.76,97.71,41.01,469.11
24.34,1004.01,87.07,59.54,440.63
14.12,1016.79,75.89,39.52,472.32
25.47,1005.79,77.73,70.36,437.02
26.49,1010.07,74.48,71.73,431.06
11.01,995.24,98.62,42.02,473.96
13.86,1017.15,83.82,40.66,463.49
18.77,1014.89,87.34,50.66,457.07
26.13,1002.81,66.19,47.93,441.28
9.16,1014.43,93.67,42.44,480.98
11.72,1020.74,86.22,40.55,474.7
15.09,1017.05,72.43,39.52,469.8
15.71,1019.2,62.28,39.3,462.84
12.16,1021.51,50.52,45,482.99
22.32,1004.07,86.95,47.93,440.21
15.26,1013.68,98.58,46.18,463.6
13.56,1008.53,87.2,41.48,459.76
24.34,1019.7,61.44,62.96,446.09
24.65,1006.46,91.11,71.98,431.77
5.19,1025.24,95.07,40.78,482.46
11.76,1023.22,81.31,40.96,475.18
14.74,1017.71,76.59,42.77,463.61
13.12,1023.11,64.33,39.18,471.44
21.84,1014.13,69.67,58.86,445.16
28.41,1018.48,56.07,75.6,440.28
27.27,1010.69,78.09,72.24,432.35
14.03,1019.6,57.63,44.88,465.51
31.63,1008.66,61.81,69.59,436.89
24.32,1017.46,80.14,59.14,438.08
14.12,1011.84,88.29,42.86,471.86
28.83,1000.05,63.57,64.96,429.13
7.99,1020.08,83.2,36.08,481.35
12.62,1021.85,81.41,40.92,465.68
12.51,1027.36,87.86,41.14,463.79
22.71,1005.68,83.52,59.43,441.24
13.11,1005.89,89.02,38.73,473.38
26.58,1008.96,77.36,70.98,434.41
3.31,1024.05,84.31,39.42,487.19
32.55,1013.87,40.09,69.89,428.84
7.26,1021.47,83.15,36.08,483.58
18.53,1014.24,74.29,48.98,452.73
25.61,1010.26,75.15,74.22,438.45
16.09,1015.69,84.41,50.59,463.64
8.49,1029.7,84.41,36.25,480.35
7.64,1008.49,83.42,42.28,483.74
26.01,1013.56,70.84,58.41,443.74
22.22,1016.15,80.58,66.05,442.95
15.29,1018.85,73.67,44.88,463.32
28.07,1005.41,64.09,64.09,436.61
18.27,1011.07,95.91,50.16,451.76
13.25,1024.11,89.34,44.92,469.18
18.61,1019.37,83.08,63.09,449.81
15.04,1022.46,78.29,38.01,468.12
17.03,1011.91,92.16,58.49,460.48
25.28,1006.91,81.74,70.32,431.43
12.14,1023.9,89.2,45,476.6
24.91,1010.88,72.97,57.17,446.01
13.4,1010.67,91.66,40.89,472.36
26.68,1009.7,71.55,63.73,439.69
8.7,1020,78.75,39.72,479.03
25.35,1012.67,70.36,65.18,438.17
26.56,1007.4,62.04,52.3,439.25
24.86,1001.15,90.24,72.39,440.85
8.68,1021.54,77.98,39.61,486.31
24.33,1013.02,64.81,68.08,442.93
27.83,1009.69,63.79,69.04,443.24
20.57,1011.16,83.45,60.1,451.88
15.14,1023.78,75,49.64,463.58
19.2,1020.02,65.53,61.27,455.2
23.96,1013.37,59.97,58.33,446.01
25.74,1009.6,54.34,65.38,452.94
26.56,1007.65,70.78,49.02,438.82
18.01,1011.89,89.29,62.26,451.14
26.69,1008.29,73.79,79.74,431.41
18.27,1010.38,88.39,51.43,460.41
9.55,1018.56,70.72,40.67,486.34
10.31,1009.43,78.36,42.49,479.64
9.44,1009.59,86.27,44.03,473.61
20.15,1013.47,66.7,49.5,462.65
21.92,1020.42,65.22,64.63,452.49
24.54,1008.61,73.53,48.41,439.79
15.87,1021.92,40,45,470.85
21.23,1008.98,82.14,61.5,450.92
9.65,1022.9,98.08,44.68,476.71
25.89,1013.08,63.16,66.49,434.67
21.67,1010.46,96.83,69.71,440.16
11.46,1012.34,77.37,38.91,477.5
25.42,1011.2,76.58,68.08,433.82
10.47,1022.24,81.16,41.06,477.47
25.28,1002.28,89.43,72.39,432.52
5.8,1009.14,92.06,45.87,481.6
21.74,1015.82,88.96,60.27,441.22
25.9,1009.82,35.42,48.92,443.8
26.27,1005.72,86.15,71.98,427.65
9.59,1011.87,81.3,38.91,479.96
9.37,1020.61,87.31,44.77,474.41
27.38,1004.57,74.12,69.4,434.47
29.89,1012.95,51.36,65.74,438.24
29.24,1011.49,65.08,64.33,440.12
10.32,1011.64,84.05,40.35,481.51
8.13,1018.94,86.7,71.14,471.99
16.15,1020.76,85.41,44.21,462.02
4.78,1013.39,93.36,42.85,481.47
22.76,1013.85,55.95,58.96,454.05
26.2,1011.3,78.29,72.24,432.65
29.4,1008.34,53.95,57.19,436.92
26.85,1017.43,74.55,75.6,433.48
25.02,1008.79,63.06,50.78,444.7
26.7,1007.68,67.97,49.02,438.92
27.49,1015.43,47.45,63.78,445.66
22.49,1020.21,78.99,62.96,447.48
13.65,1017.99,87.04,44.6,466.06
17.95,1012.05,59.44,49.21,455.1
19.38,1013.13,83.54,63.56,452.01
24.95,1011.34,81.05,64.33,440.97
25.21,1012.24,85.14,63.21,441.04
22.04,1017.34,84.75,59.14,442.45
19.18,1017.46,76.72,58.2,453.2
11.3,1018.19,91.66,44.6,470.5
20.79,1017.75,73.35,50.59,456.01
8.26,1025.23,89.22,40.96,485.73
8.56,1021.27,95.87,40.71,471.58
16.32,1013.37,97.19,50.88,458.28
17.84,1006.65,100.09,52.08,450.67
10.72,1019.68,60.71,41.17,479.21
20.3,1015.93,82.13,58.46,448.79
14.02,1017.05,84.14,40.66,465.39
23.92,1009.63,54.16,61.87,441.15
13.08,1016.63,83.72,42.32,462.41
27.35,1017.62,55.26,66.05,439.6
11.04,1025.75,94.44,39.96,468.84
28.73,1004.91,70.17,73.91,436.12
20.2,1010.66,84.24,60.1,451.17
23.61,1011.81,56.08,43.77,444.55
11.64,1016.4,73.18,41.44,478.99
18.99,1020,76.76,62.1,453.09
15.86,1011.11,82.24,43.67,465.46
26.52,1018.23,42.41,63.94,440.47
15.11,1020.27,89.95,56.03,462.65
28.29,1010.77,53.92,68.08,430.93
20.61,1013.24,79.54,62.91,446.53
23.36,1014.23,78.34,56.89,440.51
20.71,1007.63,98.44,58.18,447.06
21.37,1006.57,81.56,81.56,434.38
14.68,1023.36,86.79,43.99,461.91
10.77,1016.72,75.27,41.44,479.19
12.15,1013.34,95.05,38.78,474.15
26.75,1012.05,56.77,60.96,447.93
13.45,1015.5,74.33,43.14,474.1
15.75,1014.38,76.29,39.39,468.6
21.88,1010.28,97.64,69.71,444.39
29.48,1010.99,51.23,59.27,440.72
12.99,1023.16,64.65,43.8,466.95
20.94,1012.43,78.2,68.12,446.41
19.16,1017.71,91.15,63.09,449.51
22.19,1010.91,77.03,58.49,449.4
26.92,1017.74,61.68,67.25,434.05
5.66,1013.86,94.42,35.79,484.15
16,1013.9,88.64,48.78,458.27
6.87,1012.66,83.34,39.85,486.26
15.84,1015.14,90.41,49.69,462.6
20.98,1007.39,68.15,47.43,450
22.8,1011.8,76.95,69.23,439.3
28.28,1009.44,60.89,61.47,443.12
24.05,1009.35,63.8,67.83,442.53
17.19,1011.84,67.59,37.2,468.4
27.14,1013.26,55.17,65.27,441.68
23.39,1011.37,88.48,73.5,441.18
25.16,1011.73,88.69,43.21,442.29
16.39,1012.96,61.07,41.67,467.68
21.13,1007.43,88.72,51.43,445.4
20.16,1011.24,86.23,60.1,453.36
25.16,1014.55,76.7,74.33,436.15
22.27,1007.1,89.34,50.05,442.24
23.88,1005.99,67.58,67.9,446.34
9.23,1015.01,67.38,37.36,481.08
23.38,1013.95,73.02,54.42,451.87
25.42,1012.29,85.86,73.17,437.06
7.31,1014.19,86.43,43.02,484.82
16.34,1015.92,48.24,41.48,453.6
29.83,1011.93,55.8,71.43,439.34
23.87,1018.94,77.16,60.27,439.86
21.86,1010.88,76.79,58.49,449.9
14.47,1016.33,93.52,44.66,464.41
22.66,1019.29,55.43,61.27,448.68
24.98,1015.63,57.19,60.32,444.67
24.96,1018.68,69.97,60.27,442.67
29.14,1015.51,46.47,67.45,433.34
14.3,1015.16,75.29,54.3,464.9
20.07,1011.9,94.62,51.3,450.46
4.99,1020.45,78.89,39.04,472.52
10.44,1023.99,85.03,39.04,480.34
10.25,1013.14,70.73,37.14,474.37
25.89,1013.4,80.17,59.22,445.75
7.89,1018.4,86.49,71.14,474.66
27.82,1006.23,52.18,52.84,440.31
13.69,1016.89,79.87,44.85,470.78
7.36,1024.9,97.88,41.01,476.8
10.71,1018.23,90.88,41.93,478.76
33.7,1007.16,50.41,68.27,427.4
15.03,1020.94,65.57,44.45,460.06
23.25,1006.82,76.37,56.9,442.76
10.03,1020.35,66.42,41.79,475.42
26.49,1012.09,57.84,59.44,441.16
12.14,1014.36,60.04,44.85,476.68
